Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,,,Microsoft.Extensions.FileProviders.Composite 10.0.1,,,,,"Microsoft.Extensions.FileProviders.Composite, 10.0.1  Recommendation:  Remove Microsoft.Extensions.FileProviders.Composite, and replace with new package Microsoft.Extensions.FileProviders.Composite 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,,,Microsoft.Extensions.FileProviders.Embedded 10.0.1,,,,,"Microsoft.Extensions.FileProviders.Embedded, 10.0.1  Recommendation:  Remove Microsoft.Extensions.FileProviders.Embedded, and replace with new package Microsoft.Extensions.FileProviders.Embedded 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,,,Microsoft.Extensions.FileProviders.Physical 10.0.1,,,,,"Microsoft.Extensions.FileProviders.Physical, 10.0.1  Recommendation:  Remove Microsoft.Extensions.FileProviders.Physical, and replace with new package Microsoft.Extensions.FileProviders.Physical 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,,,Microsoft.Extensions.Logging.Abstractions 10.0.1,,,,,"Microsoft.Extensions.Logging.Abstractions, 10.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,,,Microsoft.Extensions.Options 10.0.1,,,,,"Microsoft.Extensions.Options, 10.0.1  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.9"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Helpers\HttpHelpers.cs,62,16,T:System.Uri,,,,,var value = Uri.UnescapeDataString(keyValue[1]);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages\Kinetq.LiquidPages.csproj,File,src\Kinetq.LiquidPages\Helpers\HttpHelpers.cs,61,16,T:System.Uri,,,,,var key = Uri.UnescapeDataString(keyValue[0]);
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.EmbedIO\Kinetq.LiquidPages.EmbedIO.csproj,File,src\Kinetq.LiquidPages.EmbedIO\Kinetq.LiquidPages.EmbedIO.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.EmbedIO\Kinetq.LiquidPages.EmbedIO.csproj,File,src\Kinetq.LiquidPages.EmbedIO\LiquidWebModule.cs,39,12,T:System.Uri,,,,,"var liquidRequest = new LiquidRequestModel()             {                 Route = request.Url.AbsolutePath,                 QueryParams = request.Url.Query.GetQueryParams(),                 Headers = new EmbedIOHeaderDictionary(request.Headers),                 Method = request.HttpMethod,                 LiquidRoute = liquidRoute,                 ErrorStatusCode = liquidRoute == null && routeMatch == null ? (int?)HttpStatusCode.NotFound : null             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.EmbedIO\Kinetq.LiquidPages.EmbedIO.csproj,File,src\Kinetq.LiquidPages.EmbedIO\LiquidWebModule.cs,39,12,T:System.Uri,,,,,"var liquidRequest = new LiquidRequestModel()             {                 Route = request.Url.AbsolutePath,                 QueryParams = request.Url.Query.GetQueryParams(),                 Headers = new EmbedIOHeaderDictionary(request.Headers),                 Method = request.HttpMethod,                 LiquidRoute = liquidRoute,                 ErrorStatusCode = liquidRoute == null && routeMatch == null ? (int?)HttpStatusCode.NotFound : null             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.EmbedIO\Kinetq.LiquidPages.EmbedIO.csproj,File,src\Kinetq.LiquidPages.EmbedIO\LiquidWebModule.cs,39,12,P:System.Uri.AbsolutePath,,,,,"var liquidRequest = new LiquidRequestModel()             {                 Route = request.Url.AbsolutePath,                 QueryParams = request.Url.Query.GetQueryParams(),                 Headers = new EmbedIOHeaderDictionary(request.Headers),                 Method = request.HttpMethod,                 LiquidRoute = liquidRoute,                 ErrorStatusCode = liquidRoute == null && routeMatch == null ? (int?)HttpStatusCode.NotFound : null             };"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.EmbedIO.Sample\Kinetq.LiquidPages.EmbedIO.Sample.csproj,File,src\Kinetq.LiquidPages.EmbedIO.Sample\Kinetq.LiquidPages.EmbedIO.Sample.csproj,,,Microsoft.Extensions.Logging.Console 10.0.2,,,,,"Microsoft.Extensions.Logging.Console, 10.0.2  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.EmbedIO.Sample\Kinetq.LiquidPages.EmbedIO.Sample.csproj,File,src\Kinetq.LiquidPages.EmbedIO.Sample\Kinetq.LiquidPages.EmbedIO.Sample.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.EmbedIO.Sample\Kinetq.LiquidPages.EmbedIO.Sample.csproj,File,src\Kinetq.LiquidPages.EmbedIO.Sample\Program.cs,45,16,"M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddSimpleConsole(Microsoft.Extensions.Logging.ILoggingBuilder,System.Action{Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions})",,,,,"builder.AddSimpleConsole(options =>                 {                     options.IncludeScopes = true;                     options.SingleLine = true;                     options.TimestampFormat = ""hh:mm:ss "";                 }).SetMinimumLevel(LogLevel.Debug);"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.EmbedIO.Tests\Kinetq.LiquidPages.EmbedIO.Tests.csproj,File,src\Kinetq.LiquidPages.EmbedIO.Tests\Kinetq.LiquidPages.EmbedIO.Tests.csproj,,,Microsoft.Extensions.Logging.Console 10.0.1,,,,,"Microsoft.Extensions.Logging.Console, 10.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Kinetq.LiquidPages.EmbedIO.Tests\Kinetq.LiquidPages.EmbedIO.Tests.csproj,File,src\Kinetq.LiquidPages.EmbedIO.Tests\Kinetq.LiquidPages.EmbedIO.Tests.csproj,,,xunit 2.9.2,,,,,"xunit, 2.9.2  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.EmbedIO.Tests\Kinetq.LiquidPages.EmbedIO.Tests.csproj,File,src\Kinetq.LiquidPages.EmbedIO.Tests\Kinetq.LiquidPages.EmbedIO.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,,,,,,,,Current target framework: net8.0-windows8.0 Recommended target framework: net10.0--windows8.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\Classification\LiquidTagger.cs,79,8,T:System.Uri,,,,,"this.provider.RemoveTagger(this.documentUri, this);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\Classification\LiquidTagger.cs,71,4,T:System.Uri,,,,,"public LiquidTagger(LiquidTaggerProviderExtensionPart provider, Uri documentUri)     {         this.provider = provider;         this.documentUri = documentUri;     }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\Classification\LiquidTagger.cs,74,8,T:System.Uri,,,,,this.documentUri = documentUri;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\Classification\LiquidTagger.cs,16,25,T:System.Uri,,,,,documentUri
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\Classification\LiquidTagger.cs,71,4,T:System.Uri,,,,,"public LiquidTagger(LiquidTaggerProviderExtensionPart provider, Uri documentUri)     {         this.provider = provider;         this.documentUri = documentUri;     }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\Classification\LiquidTagger.cs,74,8,T:System.Uri,,,,,this.documentUri = documentUri;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\ExtensionParts\LiquidTaggerProviderExtensionPart.cs,62,4,T:System.Uri,,,,,"internal void RemoveTagger(Uri documentUri, LiquidTagger toBeRemoved)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\ExtensionParts\LiquidTaggerProviderExtensionPart.cs,53,16,T:System.Uri,,,,,_taggers[textView.Document.Uri] = taggers;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\ExtensionParts\LiquidTaggerProviderExtensionPart.cs,50,12,T:System.Uri,,,,,"if (!_taggers.TryGetValue(textView.Document.Uri, out var taggers))             {                 taggers = new();                 _taggers[textView.Document.Uri] = taggers;             }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\ExtensionParts\LiquidTaggerProviderExtensionPart.cs,47,8,T:System.Uri,,,,,"var tagger = new LiquidTagger(this, textView.Document.Uri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Extension\Kinetq.LiquidPages.Extension.csproj,File,src\Kinetq.LiquidPages.Extension\ExtensionParts\LiquidTaggerProviderExtensionPart.cs,33,12,T:System.Uri,,,,,"if (_taggers.TryGetValue(args.AfterTextView.Uri, out var taggers))             {                 foreach (var tagger in taggers)                 {                     tasks.Add(tagger.TextViewChangedAsync(args.AfterTextView, args.Edits, cancellationToken));                 }             }"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.GenHTTP\Kinetq.LiquidPages.GenHTTP.csproj,File,src\Kinetq.LiquidPages.GenHTTP\Kinetq.LiquidPages.GenHTTP.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.GenHTTP\Kinetq.LiquidPages.GenHTTP.csproj,File,src\Kinetq.LiquidPages.GenHTTP\LiquidContentHandler.cs,111,12,T:System.Uri,,,,,routeValues[parameterName] = Uri.UnescapeDataString(pathSegments[i]);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.GenHTTP\Kinetq.LiquidPages.GenHTTP.csproj,File,src\Kinetq.LiquidPages.GenHTTP\LiquidContentHandler.cs,107,16,T:System.Uri,,,,,"routeValues[parameterName] = string.Join('/', pathSegments.Skip(i).Select(Uri.UnescapeDataString));"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.GenHTTP.Sample\Kinetq.LiquidPages.GenHTTP.Sample.csproj,File,src\Kinetq.LiquidPages.GenHTTP.Sample\Kinetq.LiquidPages.GenHTTP.Sample.csproj,,,Microsoft.Extensions.Logging.Console 10.0.2,,,,,"Microsoft.Extensions.Logging.Console, 10.0.2  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.GenHTTP.Sample\Kinetq.LiquidPages.GenHTTP.Sample.csproj,File,src\Kinetq.LiquidPages.GenHTTP.Sample\Kinetq.LiquidPages.GenHTTP.Sample.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.GenHTTP.Sample\Kinetq.LiquidPages.GenHTTP.Sample.csproj,File,src\Kinetq.LiquidPages.GenHTTP.Sample\Program.cs,49,16,"M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddSimpleConsole(Microsoft.Extensions.Logging.ILoggingBuilder,System.Action{Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions})",,,,,"builder.AddSimpleConsole(options =>                 {                     options.IncludeScopes = true;                     options.SingleLine = true;                     options.TimestampFormat = ""hh:mm:ss "";                 }).SetMinimumLevel(LogLevel.Debug);"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.GenHTTP.Tests\Kinetq.LiquidPages.GenHTTP.Tests.csproj,File,src\Kinetq.LiquidPages.GenHTTP.Tests\Kinetq.LiquidPages.GenHTTP.Tests.csproj,,,Microsoft.Extensions.Logging.Console 10.0.1,,,,,"Microsoft.Extensions.Logging.Console, 10.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Kinetq.LiquidPages.GenHTTP.Tests\Kinetq.LiquidPages.GenHTTP.Tests.csproj,File,src\Kinetq.LiquidPages.GenHTTP.Tests\Kinetq.LiquidPages.GenHTTP.Tests.csproj,,,xunit 2.9.2,,,,,"xunit, 2.9.2  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.GenHTTP.Tests\Kinetq.LiquidPages.GenHTTP.Tests.csproj,File,src\Kinetq.LiquidPages.GenHTTP.Tests\Kinetq.LiquidPages.GenHTTP.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.RazorPages.Sample\Kinetq.LiquidPages.RazorPages.Sample.csproj,File,src\Kinetq.LiquidPages.RazorPages.Sample\Kinetq.LiquidPages.RazorPages.Sample.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.RazorPages.Sample\Kinetq.LiquidPages.RazorPages.Sample.csproj,File,src\Kinetq.LiquidPages.RazorPages.Sample\Program.cs,10,4,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/Error"");"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.Router\Kinetq.LiquidPages.Router.csproj,File,src\Kinetq.LiquidPages.Router\Kinetq.LiquidPages.Router.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.SimpleW\Kinetq.LiquidPages.SimpleW.csproj,File,src\Kinetq.LiquidPages.SimpleW\Kinetq.LiquidPages.SimpleW.csproj,,,Microsoft.Extensions.Logging.Console 10.0.2,,,,,"Microsoft.Extensions.Logging.Console, 10.0.2  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.SimpleW\Kinetq.LiquidPages.SimpleW.csproj,File,src\Kinetq.LiquidPages.SimpleW\Kinetq.LiquidPages.SimpleW.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.SimpleW.Razor.Sample\Kinetq.LiquidPages.SimpleW.Razor.Sample.csproj,File,src\Kinetq.LiquidPages.SimpleW.Razor.Sample\Kinetq.LiquidPages.SimpleW.Razor.Sample.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.SimpleW.Razor.Sample\Kinetq.LiquidPages.SimpleW.Razor.Sample.csproj,File,src\Kinetq.LiquidPages.SimpleW.Razor.Sample\Program.cs,23,12,M:System.TimeSpan.FromDays(System.Int32),,,,,options.CacheTimeout = TimeSpan.FromDays(1);
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.SimpleW.Sample\Kinetq.LiquidPages.SimpleW.Sample.csproj,File,src\Kinetq.LiquidPages.SimpleW.Sample\Kinetq.LiquidPages.SimpleW.Sample.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.SimpleW.Sample\Kinetq.LiquidPages.SimpleW.Sample.csproj,File,src\Kinetq.LiquidPages.SimpleW.Sample\Program.cs,52,16,"M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddSimpleConsole(Microsoft.Extensions.Logging.ILoggingBuilder,System.Action{Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions})",,,,,"builder.AddSimpleConsole(options =>                 {                     options.IncludeScopes = true;                     options.SingleLine = true;                     options.TimestampFormat = ""hh:mm:ss "";                 }).SetMinimumLevel(LogLevel.Debug);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.SimpleW.Sample\Kinetq.LiquidPages.SimpleW.Sample.csproj,File,src\Kinetq.LiquidPages.SimpleW.Sample\Program.cs,33,16,M:System.TimeSpan.FromDays(System.Int32),,,,,options.CacheTimeout = TimeSpan.FromDays(1);
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.SimpleW.Tests\Kinetq.LiquidPages.SimpleW.Tests.csproj,File,src\Kinetq.LiquidPages.SimpleW.Tests\Kinetq.LiquidPages.SimpleW.Tests.csproj,,,Microsoft.Extensions.Logging.Console 10.0.2,,,,,"Microsoft.Extensions.Logging.Console, 10.0.2  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Kinetq.LiquidPages.SimpleW.Tests\Kinetq.LiquidPages.SimpleW.Tests.csproj,File,src\Kinetq.LiquidPages.SimpleW.Tests\Kinetq.LiquidPages.SimpleW.Tests.csproj,,,xunit 2.9.2,,,,,"xunit, 2.9.2  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.SimpleW.Tests\Kinetq.LiquidPages.SimpleW.Tests.csproj,File,src\Kinetq.LiquidPages.SimpleW.Tests\Kinetq.LiquidPages.SimpleW.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.Templates\Kinetq.LiquidPages.Templates.csproj,File,src\Kinetq.LiquidPages.Templates\Kinetq.LiquidPages.Templates.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,File,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,,,Microsoft.Extensions.Logging.Console 10.0.1,,,,,"Microsoft.Extensions.Logging.Console, 10.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,File,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,,,xunit 2.9.2,,,,,"xunit, 2.9.2  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,File,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,File,src\Kinetq.LiquidPages.Tests\LiquidResponseMiddlewareTests.cs,26,12,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,"var serviceProvider = serviceCollection                 .AddSingleton(_liquidRoutesManagerMock.Object)                 .AddSingleton(_htmlRendererMock.Object)                 .AddScoped<ILiquidResponseMiddleware, LiquidResponseMiddleware>()                 .AddLogging(builder => builder.AddConsole())                 .BuildServiceProvider();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,File,src\Kinetq.LiquidPages.Tests\LiquidStartupTests.cs,36,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,"_serviceProvider = serviceCollection             .AddSingleton(_liquidRoutesManagerMock.Object)             .AddSingleton(_liquidFilterManagerMock.Object)             .AddSingleton(_templateOptionsManagerMock.Object)             .AddSingleton(_liquidFiltersMock.Object)             .AddSingleton(_liquidPageModelsMock.Object)             .AddSingleton(_liquidRegisteredTypesManagerMock.Object)             .AddScoped<ILiquidStartup, LiquidStartup>()             .AddLogging(builder => builder.AddConsole())             .BuildServiceProvider();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,File,src\Kinetq.LiquidPages.Tests\LiquidStartupTests.cs,36,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,"_serviceProvider = serviceCollection             .AddSingleton(_liquidRoutesManagerMock.Object)             .AddSingleton(_liquidFilterManagerMock.Object)             .AddSingleton(_templateOptionsManagerMock.Object)             .AddSingleton(_liquidFiltersMock.Object)             .AddSingleton(_liquidPageModelsMock.Object)             .AddSingleton(_liquidRegisteredTypesManagerMock.Object)             .AddScoped<ILiquidStartup, LiquidStartup>()             .AddLogging(builder => builder.AddConsole())             .BuildServiceProvider();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Tests\Kinetq.LiquidPages.Tests.csproj,File,src\Kinetq.LiquidPages.Tests\LiquidRoutesManagerTests.cs,18,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,"_serviceProvider = serviceCollection             .AddScoped<ILiquidRoutesManager, LiquidRoutesManager>()             .AddScoped<ILiquidResponseMiddleware, LiquidResponseMiddleware>()             .AddLogging(builder => builder.AddConsole())             .BuildServiceProvider();"
